timestamp,job_title,company,location,job_id,url,reason
2026-04-08 01:44:01,Executive Director - Data Science,S&P Global Market Intelligence,Gurugram,020426929122,https://www.naukri.com/job-listings-executive-director-data-science-sp-capital-iq-india-pvt-ltd-gurugram-18-to-25-years-020426929122,Unknown application flow
2026-04-08 01:52:06,Research Scientist,Cerence,Pune,070426501237,https://www.naukri.com/job-listings-research-scientist-cerence-ai-pune-20-to-25-years-070426501237,Unknown application flow
2026-04-08 01:52:43,Application Developer,Accenture,Pune,060426923531,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-pune-15-to-25-years-060426923531,Unknown application flow
2026-04-08 02:07:13,Associate/Technical Lead - Air Quality,WSP,Mumbai,310326000307,https://www.naukri.com/job-listings-associate-technical-lead-air-quality-wsp-mumbai-16-to-25-years-310326000307,Chatbot flow incomplete
2026-04-08 02:07:56,AI Solution architect,Tekone It Services,Hyderabad,310326017569,https://www.naukri.com/job-listings-ai-solution-architect-tekone-it-services-hyderabad-12-to-30-years-310326017569,Chatbot flow incomplete
2026-04-08 02:17:10,Associate/Technical Lead - Air Quality,WSP,Mumbai,310326000307,https://www.naukri.com/job-listings-associate-technical-lead-air-quality-wsp-mumbai-16-to-25-years-310326000307,Chatbot flow incomplete
2026-04-08 02:17:54,AI Solution architect,Tekone It Services,Hyderabad,310326017569,https://www.naukri.com/job-listings-ai-solution-architect-tekone-it-services-hyderabad-12-to-30-years-310326017569,Chatbot flow incomplete
2026-04-08 02:18:37,Opening For Head-IT For Kolkata,IT Company,Kolkata,100625024262,https://www.naukri.com/job-listings-opening-for-head-it-for-kolkata-ascend-hr-solutions-kolkata-kolkata-17-to-25-years-100625024262,Chatbot flow incomplete
2026-04-08 02:19:21,Lead DevOps Managed Services,Nisum,Hybrid - Hyderabad,060426018706,https://www.naukri.com/job-listings-lead-devops-managed-services-nisum-hyderabad-17-to-25-years-060426018706,Chatbot flow incomplete
2026-04-08 02:20:07,Associate/Technical Lead - Air Quality,WSP,Mumbai,,https://www.naukri.com/job-listings-associate-technical-lead-air-quality-wsp-mumbai-16-to-25-years-310326000307?src=directSearch&sid=17755949634093888_1&xp=1&px=1,Chatbot flow incomplete
2026-04-08 02:20:49,AI Solution architect,Tekone It Services,Hyderabad,310326017569,https://www.naukri.com/job-listings-ai-solution-architect-tekone-it-services-hyderabad-12-to-30-years-310326017569,Chatbot flow incomplete
2026-04-08 02:21:35,Opening For Head-IT For Kolkata,IT Company,Kolkata,100625024262,https://www.naukri.com/job-listings-opening-for-head-it-for-kolkata-ascend-hr-solutions-kolkata-kolkata-17-to-25-years-100625024262,Chatbot flow incomplete
2026-04-08 02:22:19,Lead DevOps Managed Services,Nisum,Hybrid - Hyderabad,060426018706,https://www.naukri.com/job-listings-lead-devops-managed-services-nisum-hyderabad-17-to-25-years-060426018706,Chatbot flow incomplete
2026-04-08 02:23:06,Associate/Technical Lead - Air Quality,WSP,Mumbai,,https://www.naukri.com/job-listings-associate-technical-lead-air-quality-wsp-mumbai-16-to-25-years-310326000307?src=directSearch&sid=17755951425471399_1&xp=1&px=1,Chatbot flow incomplete
2026-04-08 02:28:24,Associate/Technical Lead - Air Quality,WSP,Mumbai,310326000307,https://www.naukri.com/job-listings-associate-technical-lead-air-quality-wsp-mumbai-16-to-25-years-310326000307,"Locator.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""text=Save"").first
    - locator resolved to <div class="""">Saved jobs</div>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <div id=""_b5s2vvar52"" class=""chatbot_Overlay show""></div> from <div class=""_chatBotContainer"" id=""_b5s2vvar5ChatbotContainer"">…</div> subtree intercepts pointer events
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <div id=""_b5s2vvar52"" class=""chatbot_Overlay show""></div> from <div class=""_chatBotContainer"" id=""_b5s2vvar5ChatbotContainer"">…</div> subtree intercepts pointer events
    - retrying click action
      - waiting 100ms
    56 × waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <div id=""_b5s2vvar52"" class=""chatbot_Overlay show""></div> from <div class=""_chatBotContainer"" id=""_b5s2vvar5ChatbotContainer"">…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms
"
2026-04-08 02:29:04,AI Solution architect,Tekone It Services,Hyderabad,310326017569,https://www.naukri.com/job-listings-ai-solution-architect-tekone-it-services-hyderabad-12-to-30-years-310326017569,"Locator.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""div[contenteditable='true']"").first
    - locator resolved to <div class=""textArea"" contenteditable=""true"" id=""userInput__g19hihhj6InputBox"" data-placeholder=""Type message here...""></div>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
      - waiting 100ms
    25 × waiting for element to be visible, enabled and stable
       - element is not visible
     - retrying click action
       - waiting 500ms
  - element was detached from the DOM, retrying
    - waiting for"" https://www.naukri.com/myapply/saveApply?strJobsarr=[310326017569]&applytype=single&resId=218682068&ApplyMode=1&id=215285622&src=d3skt0p&logstr=----F-0-1--------F-0-1---&applySrc=----F-0-1---&multiAp…"" navigation to finish...
    - navigated to ""https://www.naukri.com/myapply/saveApply?strJobsarr=[310326017569]&applytype=single&resId=218682068&ApplyMode=1&id=215285622&src=d3skt0p&logstr=----F-0-1--------F-0-1---&applySrc=----F-0-1---&multiAp…""
"
2026-04-08 02:29:46,Opening For Head-IT For Kolkata,IT Company,Kolkata,100625024262,https://www.naukri.com/job-listings-opening-for-head-it-for-kolkata-ascend-hr-solutions-kolkata-kolkata-17-to-25-years-100625024262,"Locator.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""text=Save"").first
    - locator resolved to <div class="""">Saved jobs</div>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <div id=""_e6agypv432"" class=""chatbot_Overlay show""></div> from <div class=""_chatBotContainer"" id=""_e6agypv43ChatbotContainer"">…</div> subtree intercepts pointer events
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is visible, enabled and stable
      - scrolling into view if needed
      - done scrolling
      - <div id=""_e6agypv432"" class=""chatbot_Overlay show""></div> from <div class=""_chatBotContainer"" id=""_e6agypv43ChatbotContainer"">…</div> subtree intercepts pointer events
    - retrying click action
      - waiting 100ms
    56 × waiting for element to be visible, enabled and stable
       - element is visible, enabled and stable
       - scrolling into view if needed
       - done scrolling
       - <div id=""_e6agypv432"" class=""chatbot_Overlay show""></div> from <div class=""_chatBotContainer"" id=""_e6agypv43ChatbotContainer"">…</div> subtree intercepts pointer events
     - retrying click action
       - waiting 500ms
"
2026-04-08 02:38:37,Associate/Technical Lead - Air Quality,WSP,Mumbai,310326000307,https://www.naukri.com/job-listings-associate-technical-lead-air-quality-wsp-mumbai-16-to-25-years-310326000307,"Locator.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""div[contenteditable='true']"").first
    - locator resolved to <div class=""textArea"" contenteditable=""true"" id=""userInput__s8pjlw2w0InputBox"" data-placeholder=""For example DD / MM / YYYY""></div>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
      - waiting 100ms
    22 × waiting for element to be visible, enabled and stable
       - element is not visible
     - retrying click action
       - waiting 500ms
  - element was detached from the DOM, retrying
    - waiting for"" https://www.naukri.com/myapply/saveApply?strJobsarr=[310326000307]&applytype=single&resId=218682068&ApplyMode=1&id=215285622&src=d3skt0p&logstr=----F-0-1--------F-0-1---&applySrc=----F-0-1---&multiAp…"" navigation to finish...
    - navigated to ""https://www.naukri.com/myapply/saveApply?strJobsarr=[310326000307]&applytype=single&resId=218682068&ApplyMode=1&id=215285622&src=d3skt0p&logstr=----F-0-1--------F-0-1---&applySrc=----F-0-1---&multiAp…""
"
2026-04-08 02:39:18,AI Solution architect,Tekone It Services,Hyderabad,310326017569,https://www.naukri.com/job-listings-ai-solution-architect-tekone-it-services-hyderabad-12-to-30-years-310326017569,"Locator.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""div[contenteditable='true']"").first
    - locator resolved to <div class=""textArea"" contenteditable=""true"" id=""userInput__6xvw1066tInputBox"" data-placeholder=""Type message here...""></div>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
      - waiting 100ms
    56 × waiting for element to be visible, enabled and stable
       - element is not visible
     - retrying click action
       - waiting 500ms
"
2026-04-08 02:40:08,Opening For Head-IT For Kolkata,IT Company,Kolkata,100625024262,https://www.naukri.com/job-listings-opening-for-head-it-for-kolkata-ascend-hr-solutions-kolkata-kolkata-17-to-25-years-100625024262,"Locator.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""div[contenteditable='true']"").first
    - locator resolved to <div class=""textArea"" contenteditable=""true"" id=""userInput__1667mb1pmInputBox"" data-placeholder=""Type message here...""></div>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
      - waiting 100ms
    57 × waiting for element to be visible, enabled and stable
       - element is not visible
     - retrying click action
       - waiting 500ms
"
2026-04-08 02:40:53,Lead DevOps Managed Services,Nisum,Hybrid - Hyderabad,060426018706,https://www.naukri.com/job-listings-lead-devops-managed-services-nisum-hyderabad-17-to-25-years-060426018706,"Locator.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""div[contenteditable='true']"").first
    - locator resolved to <div class=""textArea"" contenteditable=""true"" id=""userInput__3ehgaeh4kInputBox"" data-placeholder=""Type message here...""></div>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
      - waiting 100ms
    56 × waiting for element to be visible, enabled and stable
       - element is not visible
     - retrying click action
       - waiting 500ms
"
2026-04-08 02:41:36,Associate/Technical Lead - Air Quality,WSP,Mumbai,310326000307,https://www.naukri.com/job-listings-associate-technical-lead-air-quality-wsp-mumbai-16-to-25-years-310326000307,"Locator.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""div[contenteditable='true']"").first
    - locator resolved to <div class=""textArea"" contenteditable=""true"" id=""userInput__t8uwqzh3qInputBox"" data-placeholder=""For example DD / MM / YYYY""></div>
  - attempting click action
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
    - waiting 20ms
    2 × waiting for element to be visible, enabled and stable
      - element is not visible
    - retrying click action
      - waiting 100ms
    57 × waiting for element to be visible, enabled and stable
       - element is not visible
     - retrying click action
       - waiting 500ms
"
2026-04-08 03:53:59,Opening For Head-IT For Kolkata,IT Company,Kolkata,100625024262,https://www.naukri.com/job-listings-opening-for-head-it-for-kolkata-ascend-hr-solutions-kolkata-kolkata-17-to-25-years-100625024262,Rejected
2026-04-08 03:54:12,AI Solution architect,Tekone It Services,Hyderabad,310326017569,https://www.naukri.com/job-listings-ai-solution-architect-tekone-it-services-hyderabad-12-to-30-years-310326017569,Rejected
2026-04-08 03:54:27,Lead DevOps Managed Services,Nisum,Hybrid - Hyderabad,060426018706,https://www.naukri.com/job-listings-lead-devops-managed-services-nisum-hyderabad-17-to-25-years-060426018706,Rejected
2026-04-08 03:54:45,Opening For Head-IT For Kolkata,IT Company,Kolkata,100625024262,https://www.naukri.com/job-listings-opening-for-head-it-for-kolkata-ascend-hr-solutions-kolkata-kolkata-17-to-25-years-100625024262,Rejected
2026-04-08 03:54:58,AI Solution architect,Tekone It Services,Hyderabad,310326017569,https://www.naukri.com/job-listings-ai-solution-architect-tekone-it-services-hyderabad-12-to-30-years-310326017569,Rejected
2026-04-08 04:09:55,Opening For Head-IT For Kolkata,IT Company,Kolkata,100625024262,https://www.naukri.com/job-listings-opening-for-head-it-for-kolkata-ascend-hr-solutions-kolkata-kolkata-17-to-25-years-100625024262,Chatbot flow incomplete
2026-04-08 04:17:34,Opening For Head-IT For Kolkata,IT Company,Kolkata,100625024262,https://www.naukri.com/job-listings-opening-for-head-it-for-kolkata-ascend-hr-solutions-kolkata-kolkata-17-to-25-years-100625024262,No question
2026-04-08 04:18:26,AI Solution architect,Tekone It Services,Hyderabad,310326017569,https://www.naukri.com/job-listings-ai-solution-architect-tekone-it-services-hyderabad-12-to-30-years-310326017569,No question
2026-04-08 04:19:17,Lead DevOps Managed Services,Nisum,Hybrid - Hyderabad,060426018706,https://www.naukri.com/job-listings-lead-devops-managed-services-nisum-hyderabad-17-to-25-years-060426018706,No question
2026-04-08 04:20:12,Opening For Head-IT For Kolkata,IT Company,Kolkata,100625024262,https://www.naukri.com/job-listings-opening-for-head-it-for-kolkata-ascend-hr-solutions-kolkata-kolkata-17-to-25-years-100625024262,No question
2026-04-08 04:21:04,AI Solution architect,Tekone It Services,Hyderabad,310326017569,https://www.naukri.com/job-listings-ai-solution-architect-tekone-it-services-hyderabad-12-to-30-years-310326017569,No question
2026-04-08 04:21:56,Lead DevOps Managed Services,Nisum,Hybrid - Hyderabad,060426018706,https://www.naukri.com/job-listings-lead-devops-managed-services-nisum-hyderabad-17-to-25-years-060426018706,No question
2026-04-08 04:22:52,Opening For Head-IT For Kolkata,IT Company,Kolkata,100625024262,https://www.naukri.com/job-listings-opening-for-head-it-for-kolkata-ascend-hr-solutions-kolkata-kolkata-17-to-25-years-100625024262,No question
2026-04-08 04:23:44,AI Solution architect,Tekone It Services,Hyderabad,310326017569,https://www.naukri.com/job-listings-ai-solution-architect-tekone-it-services-hyderabad-12-to-30-years-310326017569,No question
2026-04-08 04:24:36,Lead DevOps Managed Services,Nisum,Hybrid - Hyderabad,060426018706,https://www.naukri.com/job-listings-lead-devops-managed-services-nisum-hyderabad-17-to-25-years-060426018706,No question
2026-04-08 04:25:30,Director Project/Engineering-Java/AI in Chennai/Hyderabad,Epam Systems,"Hybrid - Hyderabad, Pune, Chennai",200525014868,https://www.naukri.com/job-listings-director-project-engineering-java-ai-in-chennai-hyderabad-epam-systems-hyderabad-pune-chennai-22-to-28-years-200525014868,No question
2026-04-08 04:26:21,Opening For Head-IT For Kolkata,IT Company,Kolkata,100625024262,https://www.naukri.com/job-listings-opening-for-head-it-for-kolkata-ascend-hr-solutions-kolkata-kolkata-17-to-25-years-100625024262,No question
2026-04-08 04:27:13,Lead DevOps Managed Services,Nisum,Hybrid - Hyderabad,060426018706,https://www.naukri.com/job-listings-lead-devops-managed-services-nisum-hyderabad-17-to-25-years-060426018706,No question
2026-04-08 04:28:05,AI Solution architect,Tekone It Services,Hyderabad,310326017569,https://www.naukri.com/job-listings-ai-solution-architect-tekone-it-services-hyderabad-12-to-30-years-310326017569,No question
